Key,Type,Source,ko,en,es,zh-cn,zh-tw
80302,Default text,AdventureItem_desc_2,트램펄린을 설치한다. 트램펄린을 밟으면 높이 뛰어올라 빠르게 위로 올라갈 수 있게 해준다. 5초간 유지된다.,Drops a spring that can be jumped on to soar upward. Lasts for 5 seconds.,Suelta un resorte que puedes usar para ir hacia arriba. Dura 5 segundos.,部署蹦床。踩上蹦床，可以更方便且快速地跳到高处。可持续5秒。,設置彈跳床。踩上彈跳床，可以方便且快速的跳到高處。可持續5秒。
80303,Default text,AdventureItem_desc_3,사용 시 45초간 유지된다. 모든 시야를 밝혀준다.,Lights a torch that brightens surroundings for 45 seconds.,Enciende una antorcha que ilumina los alrededores por 45 segundos.,使用时持续45秒。可以照亮所有视野范围。,使用後持續45秒。可以照亮所有視野範圍。
80304,Default text,AdventureItem_desc_4,사용 시 최대 체력의 15%만큼 체력을 회복한다.,Recovers 15% of Max HP\nupon use.,Recupera un 15 % de PV máx.\nal usarse.,使用时，恢复相当于最大血量15%的血量。,使用時，恢復相當於最大體力15%的體力。
1010001,Default text,RelicSet_Name_1,고대 문화의 시작,The Progenitor,El progenitor,古代文化的开始,古代文化的開始
1010002,Default text,RelicSet_Name_2,마음을 담는 항아리,Jar of Hearts,Frasco de corazones,心意满满的缸子,心意滿滿的罈子
1010003,Default text,RelicSet_Name_3,별을 보며 차 한 잔,Starlit Tea,Té de luz estelar,观星喝茶,觀星品茶
1010004,Default text,RelicSet_Name_4,궁금한 건 참을 수 없다,Forever Curious,Curiosidad infinita,忍不住好奇的东西,無法忍受的好奇心
1010005,Default text,RelicSet_Name_5,끝내 열리지 않았다,Last to Fall,Quien cae al final,终究还是没打开,最終還是沒有打開
1010006,Default text,RelicSet_Name_6,물고기와 강아지,Fish and Puppy,Pescado y cachorro,鱼和狗,魚與狗
1010007,Default text,RelicSet_Name_7,초식 전갈,Veggie Scorpion,Escorpión vegetariano,草食蝎子,草食蠍子
1010008,Default text,RelicSet_Name_8,유혹,Temptation,Tentación,诱惑,誘惑
1010009,Default text,RelicSet_Name_9,황금알을 낳는 잉어,Golden-egg Carp,Carpa de los huevos de oro,下黄金蛋的鲤鱼,生下黃金卵的鯉魚
1010010,Default text,RelicSet_Name_10,선과 악을 나란히,Good and Evil,El bien y el mal,善恶共存,善惡共存
1010011,Default text,RelicSet_Name_11,한때는 빛이 났으리라,Glory Days,Días de gloria,曾闪耀一时,曾經閃耀過
1010012,Default text,RelicSet_Name_12,왕가의 평화,Royal Peace,Paz real,王室和平,王室的和平
1010013,Default text,RelicSet_Name_13,누구나 흙으로 돌아간다,Dust to Dust,Polvo al polvo,人生最终归于尘土,人生最終歸於塵土
1010014,Default text,RelicSet_Name_14,어울리지 않는 한 쌍,Rare Pair,Par raro,不般配的一对,不相配的一對
1010015,Default text,RelicSet_Name_15,어디에 담을까?,Room For One,Espacio para uno,放到哪里？,要放在哪裡呢？
1010016,Default text,RelicSet_Name_16,쏘고 베고 찌르고,Near and Afar,De cerca y de lejos,射、砍、刺,射、砍、刺
1010017,Default text,RelicSet_Name_17,미래를 통해 본 것,Future Sight,Mirada al futuro,透过未来看到的,透過未來所看到的
1010018,Default text,RelicSet_Name_18,찬란했던 과거,A Brilliant Past,Un pasado brillante,灿烂的过往,燦爛的過往
1010019,Default text,RelicSet_Name_19,눈부시던 왕궁,Palace of Old,Palacio antiguo,闪耀的王宫,耀眼的王宮
1010020,Default text,RelicSet_Name_20,아무리 담아도 부족한,Bottomless Pit,Pozo sin fondo,怎么装也不够,怎麼裝也不夠的
1010021,Default text,RelicSet_Name_21,풍족한 시작,Rich Beginnings,Comienzos afortunados,丰饶的开始,豐富的開始
1010022,Default text,RelicSet_Name_22,운치 있는 두근거림,Elegant Joy,Dicha elegante,有韵味的心动,很有感覺的悸動
1010023,Default text,RelicSet_Name_23,더욱 더 궁금한,Curiouser Still,Curiosidad al máximo,更加好奇,更加好奇
1010024,Default text,RelicSet_Name_24,취미를 모아보자,Hobby Collector,Coleccionista,收集兴趣,收集興趣吧
1010025,Default text,RelicSet_Name_25,풍족함을 보여주다,Show of Wealth,Muestra de riqueza,展示丰饶,展示豐饒的樣子
1010026,Default text,RelicSet_Name_26,어울릴 수 있을까?,Tenuous Alliance,Alianza frágil,能般配吗？,能合適嗎？
1010027,Default text,RelicSet_Name_27,"지혜로운 뼈, 그리고 뼈",Wise Bones,Huesos sabios,智慧之骨，以及骨头,智慧的骨頭，以及骨頭
1010028,Default text,RelicSet_Name_28,몰락하지 않는 왕가,Eternal Kingdom,Reino eterno,不没落的王室,不會沒落的王室
1010029,Default text,RelicSet_Name_29,무엇이든 모아봅시다,Miscellanea,Varios,先随便收集看看,先隨便收集看看
1010030,Default text,RelicSet_Name_30,"사냥, 그리고 더 많은 사냥",The Hunt Goes On,La cacería continúa,捕猎，以及更多的捕猎,狩獵，以及更多的狩獵
1010031,Default text,RelicSet_Name_31,세 가지 신기,Three Wonders,Tres maravillas,三种神器,三大神器
1010032,Default text,RelicSet_Name_32,"빛났고, 몰락했다",Rise and Shine,Hora de levantarse,灿烂过，也没落过,輝煌，沒落
1010033,Default text,RelicSet_Name_33,빛이 나는 유물,Gleaming Relic,Reliquia reluciente,闪亮的遗物,閃亮的遺物
1010034,Default text,RelicSet_Name_34,제사장과 금덩어리,Saintly Gold,Oro sagrado,祭司长和金块,祭祀長和金塊
1010035,Default text,RelicSet_Name_35,"궁금하게, 운치 있게",Inquisitive Invite,Invitación inquisitiva,让人好奇，也要有韵味,令人好奇，別有韻味
1010036,Default text,RelicSet_Name_36,보물로 꽉 찬 상자?,Supposed Fortune,Presunta fortuna,装满宝物的箱子？,裝滿寶物的箱子？
1010037,Default text,RelicSet_Name_37,금으로 만들어진,Gilded Object,Objeto dorado,用黄金制成的,用黃金打造的
1010038,Default text,RelicSet_Name_38,누구나 갖고 싶은,Centerpiece,Pieza central,谁都想要的,誰都想要的
1010039,Default text,RelicSet_Name_39,걸다 지쳐 상자로,Jewelry Box,Joyero,戴累了，放到箱子里,戴累了，放回箱子裡
1010040,Default text,RelicSet_Name_40,알 수 없는 조합,Odd Couple,Pareja extraña,未知组合,未知的組合
1010041,Default text,RelicSet_Name_41,잊힌 무기들,Lost Armory,Armería perdida,被遗忘的武器,被遺忘的武器
1010042,Default text,RelicSet_Name_42,고대유물을 모아보자,Old Collection,Colección vieja,收集古代遗物吧,收集古代遺物吧
1010043,Default text,RelicSet_Name_43,빛을 모아보자,Lightbringer,Portaluz,收集光芒吧,收集光芒吧
1010044,Default text,RelicSet_Name_44,마법 도구,Magic Tool,Herramienta mágica,魔法工具,魔法工具
1010045,Default text,RelicSet_Name_45,신기한 친구들,Strange Friends,Amigos extraños,神奇的朋友们,神奇的朋友們
1010046,Default text,RelicSet_Name_46,좀처럼 보기 힘든,Rare Sight,Mirada extraña,非常罕见的,非常罕見的
1010047,Default text,RelicSet_Name_47,찾을 수 있으면 찾아보자,One Piece,Un doblón,能找得到就找找看吧,找得到的話就找找看吧
1010048,Default text,RelicSet_Name_48,고대의 기원,Ancient Origin,Origen ancestral,古代起源,古代起源
1010049,Default text,RelicSet_Name_49,어인의 눈물,Merfolk Tears,Lágrimas de la gente del agua,渔人的眼泪,人魚的眼淚
1010050,Default text,RelicSet_Name_50,금붙이와 독수리,Golden Eagle,Águila dorada,金饰品和老鹰,金飾與老鷹
1010051,Default text,RelicSet_Name_51,엽전과 상자,Lines of Brass,Líneas metálicas,铜钱和箱子,銅錢和箱子
1010052,Default text,RelicSet_Name_52,보내고 받고,Alpha and Omega,Alfa y Omega,送出，收下,發送和接收
1010053,Default text,RelicSet_Name_53,대마법사와 삼위일체,Archmage's Things,Cosas del archimago,大魔法师和三位一体,大魔法師和三位一體
1010054,Default text,RelicSet_Name_54,고급 유물 모음,Rare Relics,Reliquias raras,高级遗物集合,高級遺物集合
1010055,Default text,RelicSet_Name_55,우리 어울리나요?,Beauty Box,Cofre de belleza,我们般配吗？,我們適合嗎？
1010056,Default text,RelicSet_Name_56,고대 유물 모음,Aged Compendium,Compendio envejecido,古代遗物集合,古代遺物集合
1010057,Default text,RelicSet_Name_57,명성이 높은 유물,Infamous Artifact,Artefacto infame,名声大噪的遗物,大名鼎鼎的遺物
1010058,Default text,RelicSet_Name_58,수수께끼,A Riddle,Un acertijo,谜语,謎語
1010059,Default text,RelicSet_Name_59,완벽한 두 쌍,Coverage,Cobertura,完美的两对,完美的兩對
1010060,Default text,RelicSet_Name_60,부의 상징,Affluent Symbol,Símbolo próspero,富的象征,富裕的象徵
1010061,Default text,RelicSet_Name_61,바다와 땅의 이야기,Of Land and Sea,De la tierra y el mar,大海与大地的故事,海與陸的故事
1010062,Default text,RelicSet_Name_62,이야기를 모으다,Old Stories,Viejas historias,收集故事,收集故事
1010063,Default text,RelicSet_Name_63,뜨거운 한 잔,Shaped Stars,Estrellas formadas,一杯热的,一杯熱熱的
1010064,Default text,RelicSet_Name_64,"녹지 않는 금, 뜨거운 자루",All That Glitters,Todo lo que brilla,不化的黄金，火热的袋子,融不掉的黃金，火熱的袋子
1010065,Default text,RelicSet_Name_65,무섭고도 귀여운,Scary and Cute,Temible y adorable,恐怖又可爱的,恐怖又可愛的
1010066,Default text,RelicSet_Name_66,재료만 알려진,Trail Markers,Señalización de ruta,只知道材料的,只知道材料的
1010067,Default text,RelicSet_Name_67,피하고 모으고,The Jagged Path,El camino escarpado,躲开，收集,躲避，收集
1010068,Default text,RelicSet_Name_68,익숙하고 그리운 무언가,Familiar Comforts,Comodidades familiares,熟悉且怀念的某物,熟悉且懷念的某物
1010069,Default text,RelicSet_Name_69,미묘하게 애정을 담은,Subtle Affection,Afecto discreto,满怀微妙爱意的,滿懷微妙愛意的
1010070,Default text,RelicSet_Name_70,마력을 느껴보자,Magical Feeling,Corazonada mágica,感受魔力吧,感受魔力吧
1010071,Default text,RelicSet_Name_71,넓디넓은 대지,Vast Lands,Extensas tierras,广阔的大地,廣闊的大地
1010072,Default text,RelicSet_Name_72,이야기가 궁금한 것들,Stories Untold,Historias jamás contadas,感到好奇的故事,感到好奇的故事
1010073,Default text,RelicSet_Name_73,좀처럼 모이지 않는 유물,Evasive Prize,Premio esquivo,收集一直没有进展的遗物,難以收集的遺物
1010074,Default text,RelicSet_Name_74,잘 알려진,Known to Man,De conocimiento público,著名的,著名的
1010075,Default text,RelicSet_Name_75,"기원을 알지만, 사용법은 모르는",Unknown Use,Uso desconocido,虽知晓起源，但不懂使用方法,知曉起源，但不知道使用方法的
1010076,Default text,RelicSet_Name_76,이어지지 않는 무언가,Disassociate,Disociación,无法相连的某物,無法相連的某物
1010077,Default text,RelicSet_Name_77,붉은 대지,Red Earth,Tierra roja,赤红大地,紅色大地
1010078,Default text,RelicSet_Name_78,한 번도 모인 적 없는,Never Together,Nunca juntos,收集从未有进展的,從未收集過的
1010079,Default text,RelicSet_Name_79,미스터리 시리즈,Mystery Series,Serie de misterios,神秘系列,神秘系列
1010080,Default text,RelicSet_Name_80,궁금한 모임,Unusual Gathering,Reunión inusual,好奇的聚会,令人好奇的聚會
1010081,Default text,RelicSet_Name_81,유용하고도 신묘한 물건,Quirky but Useful,Extravagante pero útil,实用且奇妙的物品,實用且奇妙的物品
1010082,Default text,RelicSet_Name_82,별을 담아 마시자,Drink the Stars,Bebe las estrellas,装入星星喝下去,裝著星星喝下吧
1010083,Default text,RelicSet_Name_83,고귀한 투사의 투구,Cap of Nobility,Gorro de nobleza,高贵的斗士头盔,高貴的鬥士頭盔
1010084,Default text,RelicSet_Name_84,상상할 수 없는 힘을 가진 눈,Effervescent Eyes,Ojos efervescentes,拥有超级力量的眼睛,擁有超級力量的眼睛
1010085,Default text,RelicSet_Name_85,유물 담는 유물,Recursive Relic,Reliquia recursiva,放入遗物的遗物,遺物裝著遺物
1010086,Default text,RelicSet_Name_86,거대할수록 가치가 높은,Bigger is Better,"Más grande, mejor",越巨大，越有价值,越大越有價值的
1010087,Default text,RelicSet_Name_87,세 명의 악신 중 하나의 뿔,Deva's Horn,Cuerno de Deva,三个恶神之一的角,三個惡神中的其中一支角
1010088,Default text,RelicSet_Name_88,보라색으로 영롱하게 빛나는 돌,Purple Stone,Piedra morada,泛紫的玲珑璀璨的石头,泛著紫光玲瓏的發光石
1010089,Default text,RelicSet_Name_89,아주 멋 옛날 하늘에서 썼다는 안경,Sky Glass,Vidrio celeste,很久以前在天空佩戴的眼镜,非常帥氣在天上戴過的眼鏡
1010090,Default text,RelicSet_Name_90,단 한 번도 열리지 않은 자물쇠,Permanent Lock,Bloqueo permanente,从未开启过的锁,從未開啟過的鎖
1010091,Default text,RelicSet_Name_91,촉감이 고급스러운,Delicate Touch,Toque delicado,有高档触感的,有高檔觸感的
1010092,Default text,RelicSet_Name_92,혼자 옮길 수 없는,Team Move,Maniobra de equipo,独自无法搬动的,無法獨自搬動的
1010093,Default text,RelicSet_Name_93,향기가 나는 동전,Fragrant Coin,Moneda fragante,充满香气的硬币,充滿香氣的硬幣
1010094,Default text,RelicSet_Name_94,패배를 모른다,Undefeatable,Imbatible,不知败北,從未了解失敗
1010095,Default text,RelicSet_Name_95,가장 갖고 싶은 것,Core Motivation,Motivación principal,最想拥有的,最想擁有的
1010096,Default text,RelicSet_Name_96,오파츠의 결정체,Gem Out of Water,Gema fuera del agua,欧帕兹的结晶,歐帕茲的結晶
1010097,Default text,RelicSet_Name_97,절대 보안,Certain Security,Un poco de seguridad,绝对安全,絕對安全
1010098,Default text,RelicSet_Name_98,별을 마시는 투사,Astral Fighter,Peleador astral,喝星的斗士,飲下星星的鬥士
1010099,Default text,RelicSet_Name_99,유물을 찾는 눈,Eyes of Gilt,Ojos dorados,寻找遗物的眼睛,尋找遺物的眼睛
1010100,Default text,RelicSet_Name_100,미지의 생명체,Cryptid,Críptido,未知生命体,未知生命體
1010101,Default text,RelicSet_Name_101,보라색 하늘,Purple Sky,Cielo morado,紫色天空,紫色天空
1010102,Default text,RelicSet_Name_102,이국의 물건,Far-off Item,Artículo lejano,异国物品,異國物品
1010103,Default text,RelicSet_Name_103,신기한 친구들,Strange Friends,Amigos extraños,神奇的朋友们,神奇的朋友們
1010104,Default text,RelicSet_Name_104,번쩍번쩍 빛나는,Brilliant Light,Luz brillante,闪闪发光的,一閃一閃亮晶晶的
1010105,Default text,RelicSet_Name_105,기술과 지식의 대결,Tech Evolution,Evolución tecnológica,技术和知识的对决,技巧和知識的對決
1010106,Default text,RelicSet_Name_106,부서지지 않는,Steadfast,Inquebrantable,不会破碎的,不會破碎的
1010107,Default text,RelicSet_Name_107,이야기 모음,Anthology,Antología,故事集锦,故事集錦
1010108,Default text,RelicSet_Name_108,겨우겨우 발견된,Obscurity,Oscuridad,好不容易发现的,好不容易發現的
1010109,Default text,RelicSet_Name_109,정체는 밝혀진,Revelation,Revelación,找到真面目的,原形畢露的
1010110,Default text,RelicSet_Name_110,크고도 작은,Big and Small,Grande y pequeño,庞大却微小的,龐大卻微小的
1010111,Default text,RelicSet_Name_111,꿈의 수집품,Fantasy Codex,Códice de fantasía,梦之收集品,夢的收集品
1010112,Default text,RelicSet_Name_112,동쪽의 전설,Eastern Legend,Leyenda oriental,东方传说,東方的傳說
1010113,Default text,RelicSet_Name_113,서쪽의 전설,Western Legend,Leyenda occidental,西方传说,西方的傳說
1010114,Default text,RelicSet_Name_114,남쪽의 전설,Southern Legend,Leyenda del sur,南方传说,南方的傳說
1010115,Default text,RelicSet_Name_115,북쪽의 전설,Northern Legend,Leyenda del norte,北方传说,北方的傳說
1010116,Default text,RelicSet_Name_116,고대 문화의 시작 2,The Progenitor 2,El progenitor 2,古代文化的开始2,古代文化的開始2
1010117,Default text,RelicSet_Name_117,마음을 담는 항아리 2,Jar of Hearts 2,Frasco de corazones 2,心意满满的缸子2,心意滿滿的罈子2
1010118,Default text,RelicSet_Name_118,별을 보며 차 한 잔 2,Starlit Tea 2,Té de luz estelar 2,观星喝茶2,觀星品茶2
1010119,Default text,RelicSet_Name_119,궁금한 건 참을 수 없다 2,Forever Curious 2,Curiosidad infinita 2,忍不住好奇的东西2,無法忍受的好奇心2
1010120,Default text,RelicSet_Name_120,끝내 열리지 않았다 2,Last to Fall 2,Quien cae al final 2,终究还是没打开2,最終還是沒有打開2
1010121,Default text,RelicSet_Name_121,물고기와 강아지 2,Fish and Puppy 2,Pescado y cachorro 2,鱼和狗2,魚與狗2
1010122,Default text,RelicSet_Name_122,초식 전갈 2,Veggie Scorpion 2,Escorpión vegetariano 2,草食蝎子2,草食蠍子2
1010123,Default text,RelicSet_Name_123,유혹 2,Temptation 2,Tentación 2,诱惑2,誘惑2
1010124,Default text,RelicSet_Name_124,황금알을 낳는 잉어 2,Golden-egg Carp 2,Carpa de los huevos de oro 2,下黄金蛋的鲤鱼2,生下黃金卵的鯉魚2
1010125,Default text,RelicSet_Name_125,선과 악을 나란히 2,Good and Evil 2,El bien y el mal 2,善恶共存2,善惡共存2
1010126,Default text,RelicSet_Name_126,한때는 빛이 났으리라 2,Glory Days 2,Días de gloria 2,曾闪耀一时2,曾經閃耀過2
1010127,Default text,RelicSet_Name_127,왕가의 평화 2,Royal Peace 2,Paz real 2,王室和平2,王室的和平2
1010128,Default text,RelicSet_Name_128,누구나 흙으로 돌아간다 2,Dust to Dust 2,Polvo al polvo 2,人生最终归于尘土2,人生最終歸於塵土2
1010129,Default text,RelicSet_Name_129,어울리지 않는 한 쌍2,Rare Pair 2,Par raro 2,不般配的一对2,不相配的一對2
1010130,Default text,RelicSet_Name_130,어디에 담을까? 2,Room For One 2,Espacio para uno 2,放到哪里？2,要放在哪裡呢？2
1010131,Default text,RelicSet_Name_131,쏘고 베고 찌르고 2,Near and Afar 2,De cerca y de lejos 2,射、砍、刺2,射、砍、刺2
1010132,Default text,RelicSet_Name_132,미래를 통해 본 것 2,Future Sight 2,Mirada al futuro 2,透过未来看到的2,透過未來所看到的2
1010133,Default text,RelicSet_Name_133,찬란했던 과거 2,A Brilliant Past 2,Un pasado brillante 2,灿烂的过往2,燦爛的過往2
1010134,Default text,RelicSet_Name_134,눈부시던 왕궁 2,Palace of Old 2,Palacio antiguo 2,闪耀的王宫2,耀眼的王宮2
1010135,Default text,RelicSet_Name_135,아무리 담아도 부족한 2,Bottomless Pit 2,Pozo sin fondo 2,怎么装也不够2,怎麼裝也不夠的2
1010136,Default text,RelicSet_Name_136,풍족한 시작 2,Rich Beginnings 2,Comienzos afortunados 2,丰饶的开始2,豐富的開始2
1010137,Default text,RelicSet_Name_137,운치 있는 두근거림 2,Elegant Joy 2,Dicha elegante 2,有韵味的心动2,很有感覺的悸動2
1010138,Default text,RelicSet_Name_138,더욱 더 궁금한 2,Curiouser Still 2,Curiosidad al máximo 2,更加好奇2,更加好奇2
1010139,Default text,RelicSet_Name_139,취미를 모아보자 2,Hobby Collector 2,Coleccionista 2,收集兴趣2,收集興趣吧2
1010140,Default text,RelicSet_Name_140,풍족함을 보여주다 2,Show of Wealth 2,Muestra de riqueza 2,展示丰饶2,展示豐饒的樣子2
1010141,Default text,RelicSet_Name_141,어울릴 수 있을까? 2,Tenuous Alliance 2,Alianza frágil 2,能般配吗？2,能合適嗎？2
1010142,Default text,RelicSet_Name_142,"지혜로운 뼈, 그리고 뼈 2",Wise Bones 2,Huesos sabios 2,智慧之骨，以及骨头2,智慧的骨頭，以及骨頭2
1010143,Default text,RelicSet_Name_143,몰락하지 않는 왕가 2,Eternal Kingdom 2,Reino eterno 2,不没落的王室2,不會沒落的王室2
1010144,Default text,RelicSet_Name_144,무엇이든 모아봅시다 2,Miscellanea 2,Varios 2,先随便收集看看2,先隨便收集看看2
1010145,Default text,RelicSet_Name_145,"사냥, 그리고 더 많은 사냥 2",The Hunt Goes On 2,La cacería continúa 2,捕猎，以及更多的捕猎2,狩獵，以及更多的狩獵2
1010146,Default text,RelicSet_Name_146,세 가지 신기 2,Three Wonders 2,Tres maravillas 2,三种神器2,三大神器2
1010147,Default text,RelicSet_Name_147,"빛났고, 몰락했다 2",Rise and Shine 2,Levántate y brilla 2,灿烂过，也没落过2,輝煌，沒落2
1010148,Default text,RelicSet_Name_148,빛이 나는 유물 2,Gleaming Relic 2,Reliquia reluciente 2,闪亮的遗物2,閃亮的遺物2
1010149,Default text,RelicSet_Name_149,제사장과 금덩어리 2,Saintly Gold 2,Oro sagrado 2,祭司长和金块2,祭祀長和金塊2
1010150,Default text,RelicSet_Name_150,"궁금하게, 운치 있게 2",Inquisitive Invite 2,Invitación inquisitiva 2,让人好奇，也要有韵味2,令人好奇，別有韻味2
1010151,Default text,RelicSet_Name_151,보물로 꽉 찬 상자? 2,Supposed Fortune 2,Presunta fortuna 2,装满宝物的箱子？2,裝滿寶物的箱子？2
1010152,Default text,RelicSet_Name_152,금으로 만들어진 2,Gilded Object 2,Objeto dorado 2,用黄金制成的2,用黃金打造的2
1010153,Default text,RelicSet_Name_153,누구나 갖고 싶은 2,Centerpiece 2,Pieza central 2,谁都想要的2,誰都想要的2
1010154,Default text,RelicSet_Name_154,걸다 지쳐 상자로 2,Jewelry Box 2,Joyero 2,戴累了，放到箱子里2,戴累了，放回箱子裡2
1010155,Default text,RelicSet_Name_155,알 수 없는 조합 2,Odd Couple 2,Pareja extraña 2,未知组合2,未知的組合2
1010156,Default text,RelicSet_Name_156,잊힌 무기들 2,Lost Armory 2,Armería perdida 2,被遗忘的武器2,被遺忘的武器2
1010157,Default text,RelicSet_Name_157,고대유물을 모아보자 2,Old Collection 2,Colección vieja 2,收集古代遗物吧2,收集古代遺物吧2
1010158,Default text,RelicSet_Name_158,빛을 모아보자 2,Lightbringer 2,Portaluz 2,收集光芒吧2,收集光芒吧2
1010159,Default text,RelicSet_Name_159,마법 도구 2,Magic Tool 2,Herramienta mágica 2,魔法工具2,魔法工具2
1010160,Default text,RelicSet_Name_160,신기한 친구들 2,Strange Friends 2,Amigos extraños 2,神奇的朋友们2,神奇的朋友們2
1010161,Default text,RelicSet_Name_161,좀처럼 보기 힘든 2,Rare Sight 2,Mirada extraña 2,非常罕见的2,非常罕見的2
1010162,Default text,RelicSet_Name_162,찾을 수 있으면 찾아보자 2,One Piece 2,Un doblón 2,能找得到就找找看吧2,找得到的話就找找看吧2
1010163,Default text,RelicSet_Name_163,고대의 기원 2,Ancient Origin 2,Origen ancestral 2,古代起源2,古代起源2
1010164,Default text,RelicSet_Name_164,어인의 눈물 2,Merfolk Tears 2,Lágrimas de la gente del agua 2,渔人的眼泪2,人魚的眼淚2
1010165,Default text,RelicSet_Name_165,금붙이와 독수리 2,Golden Eagle 2,Águila dorada 2,金饰品和老鹰2,金飾與老鷹2
1010166,Default text,RelicSet_Name_166,엽전과 상자 2,Lines of Brass 2,Líneas metálicas 2,铜钱和箱子2,銅錢和箱子2
1010167,Default text,RelicSet_Name_167,보내고 받고 2,Alpha and Omega 2,Alfa y Omega 2,送出，收下2,發送和接收2
1010168,Default text,RelicSet_Name_168,대마법사와 삼위일체 2,Archmage's Things 2,Cosas del archimago 2,大魔法师和三位一体2,大魔法師和三位一體2
1010169,Default text,RelicSet_Name_169,고급 유물 모음 2,Rare Relics 2,Reliquias raras 2,高级遗物集合2,高級遺物集合2
1010170,Default text,RelicSet_Name_170,우리 어울리나요? 2,Beauty Box 2,Cofre de belleza 2,我们般配吗？2,我們適合嗎？2
1010171,Default text,RelicSet_Name_171,고대 유물 모음 2,Aged Compendium 2,Compendio envejecido 2,古代遗物集合2,古代遺物集合2
1010172,Default text,RelicSet_Name_172,명성이 높은 유물 2,Infamous Artifact 2,Artefacto infame 2,名声大噪的遗物2,大名鼎鼎的遺物2
1010173,Default text,RelicSet_Name_173,수수께끼 2,A Riddle 2,Un acertijo 2,谜语2,謎語2
1010174,Default text,RelicSet_Name_174,완벽한 두 쌍2,Coverage 2,Cobertura 2,完美的两对2,完美的兩對2
1010175,Default text,RelicSet_Name_175,부의 상징 2,Affluent Symbol 2,Símbolo próspero 2,富的象征2,富裕的象徵2
1010176,Default text,RelicSet_Name_176,바다와 땅의 이야기 2,Of Land and Sea 2,De la tierra y el mar 2,大海与大地的故事2,海與陸的故事2
1010177,Default text,RelicSet_Name_177,이야기를 모으다 2,Old Stories 2,Viejas historias 2,收集故事2,收集故事2
1010178,Default text,RelicSet_Name_178,뜨거운 한 잔 2,Shaped Stars 2,Estrellas formadas 2,一杯热的2,一杯熱熱的2
1010179,Default text,RelicSet_Name_179,"녹지 않는 금, 뜨거운 자루 2",All That Glitters 2,Todo lo que brilla 2,不化的黄金，火热的袋子2,融不掉的黃金，火熱的袋子2
1010180,Default text,RelicSet_Name_180,무섭고도 귀여운 2,Scary and Cute 2,Temible y adorable 2,恐怖又可爱的2,恐怖又可愛的2
1010181,Default text,RelicSet_Name_181,재료만 알려진 2,Trail Markers 2,Señalización de ruta 2,只知道材料的2,只知道材料的2
1010182,Default text,RelicSet_Name_182,피하고 모으고 2,The Jagged Path 2,El camino escarpado 2,躲开，收集2,躲避，收集2
1010183,Default text,RelicSet_Name_183,익숙하고 그리운 무언가 2,Familiar Comforts 2,Comodidades familiares 2,熟悉且怀念的某物2,熟悉且懷念的某物2
1010184,Default text,RelicSet_Name_184,미묘하게 애정을 담은 2,Subtle Affection 2,Afecto discreto 2,满怀微妙爱意的2,滿懷微妙愛意的2
1010185,Default text,RelicSet_Name_185,마력을 느껴보자 2,Magical Feeling 2,Corazonada mágica 2,感受魔力吧2,感受魔力吧2
1010186,Default text,RelicSet_Name_186,넓디넓은 대지 2,Vast Lands 2,Extensas tierras 2,广阔的大地2,廣闊的大地2
1010187,Default text,RelicSet_Name_187,이야기가 궁금한 것들 2,Stories Untold 2,Historias jamás contadas 2,感到好奇的故事2,感到好奇的故事2
1010188,Default text,RelicSet_Name_188,좀처럼 모이지 않는 유물 2,Evasive Prize 2,Premio esquivo 2,收集一直没有进展的遗物2,難以收集的遺物2
1010189,Default text,RelicSet_Name_189,잘 알려진 2,Known to Man 2,Todo el mundo lo sabe 2,著名的2,著名的2
1010190,Default text,RelicSet_Name_190,"기원을 알지만, 사용법은 모르는 2",Unknown Use 2,Uso desconocido 2,虽知晓起源，但不懂使用方法2,知曉起源，但不知道使用方法的2
1010191,Default text,RelicSet_Name_191,이어지지 않는 무언가 2,Disassociate 2,Disociación 2,无法相连的某物2,無法相連的某物2
1010192,Default text,RelicSet_Name_192,붉은 대지 2,Red Earth 2,Tierra roja 2,赤红大地2,紅色大地2
1010193,Default text,RelicSet_Name_193,한 번도 모인 적 없는 2,Never Together 2,Nunca juntos 2,收集从未有进展的2,從未收集過的2
1010194,Default text,RelicSet_Name_194,미스터리 시리즈 2,Mystery Series 2,Serie de misterios 2,神秘系列2,神秘系列2
1010195,Default text,RelicSet_Name_195,궁금한 모임 2,Unusual Gathering 2,Reunión inusual 2,好奇的聚会2,令人好奇的聚會2
1010196,Default text,RelicSet_Name_196,유용하고도 신묘한 물건 2,Quirky but Useful 2,Extravagante pero útil 2,实用且奇妙的物品2,實用且奇妙的物品2
1010197,Default text,RelicSet_Name_197,별을 담아 마시자 2,Drink the Stars 2,Bebe las estrellas 2,放入星星喝下去2,裝著星星喝下吧2
1010198,Default text,RelicSet_Name_198,고귀한 투사의 투구 2,Cap of Nobility 2,Gorro de nobleza 2,高贵的斗士头盔2,高貴的鬥士頭盔2
1010199,Default text,RelicSet_Name_199,상상할 수 없는 힘을 가진 눈 2,Effervescent Eyes 2,Ojos efervescentes 2,拥有超级力量的眼睛2,擁有超級力量的眼睛2
1010200,Default text,RelicSet_Name_200,유물 담는 유물 2,Recursive Relic 2,Reliquia recursiva 2,放入遗物的遗物2,遺物裝著遺物2
1010201,Default text,RelicSet_Name_201,거대할수록 가치가 높은 2,Bigger is Better 2,"Más grande, mejor 2",越巨大，越有价值2,越大越有價值的2
