Id,RowIndex,ParentPageId,ContentType,OrderIndex,GuideContentTextKey,VlookupGuideContentTextKey
GC000068,68,GP05,Desc,8,GP05_8TextKey,"조리 츄츄의 레벨을 올리면 <color=#e77e18>조리 속도</color>가 빨라지고 한 번에 <color=#e77e18>더 많은 버거를 조리</color>할 수 있어요. \n조리 츄츄의 작업 시간은 초당 조리 작업량을 얼마나 처리할 수 있는지에 달려 있으며, 조리 츄츄의 작업량는 <color=#e77e18>레시피의 등급</color>에 영향을 받습니다. 높은 등급의 레시피를 메뉴로 판매하려면, 그만큼 조리 츄츄의 능력이 뒷받침 되어야 해요. \n\n주방에서 조리 속도가 느리면, 버거가 진열대에 부족해져서 서빙이 지연될 수 있습니다. 이 경우, 손님 불만과 평판 하락으로 이어질 수 있기 때문에, 조리 츄츄의 능력 향상이 매우 중요해요. \n또한, 조리 츄츄의 2차 스킬을 활용하면 조리 속도나 생산 개수가 증가해 더 효율적인 매장 운영이 가능하답니다!"
GC000069,69,GP05,Title,9,GP05_9TextKey,서빙 츄츄의 능력
GC000070,70,GP05,Desc,10,GP05_10TextKey,"서빙 츄츄의 레벨을 올리면 <color=#e77e18>주문 받는 속도</color>가 빨라지고 한 번에 <color=#e77e18>더 많은 버거를 운반</color>할 수 있게 돼요. \n 서빙 츄츄의 작업 시간은 초당 주문을 처리하는 속도에 따라 결정되며, 서빙 츄츄의 작업량은 손님이 <color=#e77e18>주문하는 버거의 개수</color>에 영향을 받습니다. 손님이 여러 개의 버거를 주문하면, 주문 받는 시간이 길어질 수 있어요. \n\n또한, 서빙 츄츄가 한 번에 운반할 수 있는 버거의 개수도 중요한 요소입니다. 만약 한 번에 운반할 수 있는 버거의 개수가 손님 주문량보다 적으면, <color=#e77e18>진열대에 두 번 왕복</color>해야 하므로 손님이 기다리는 시간이 길어지게 됩니다. 이는 평판 하락으로 이어질 수 있으므로 서빙 츄츄의 움직임을 주의 깊게 살펴봐야 합니다. \n서빙 츄츄의 2차 스킬을 활용하면 주문을 받는 속도나 운반 개수를 증가시켜 매장 운영을 더 효율적으로 개선할 수 있습니다!"
GC000071,71,GP05,Title,11,GP05_11TextKey,츄츄의 상태 
GC000072,72,GP05,Desc,12,GP05_12TextKey,"<color=#e77e18>땀</color>을 흘리는 츄츄를 발견했다면, 이는 그 츄츄가 <color=#e77e18>능력치 부족</color>으로 힘들어 하고 있다는 신호입니다. 이때 EXP 결정을 사용해 츄츄의 <color=#e77e18>레벨</color>을 올려 능력치를 높여주세요! \n매장에 배치된 츄츄는 매일 서로 가구를 하나씩 정해 사용하며, 가장 가까운 진열대를 찾아 이동합니다.  \n<color=#e77e18>조리 츄츄</color>는 <color=#e77e18>진열대가 가득 차면</color> 더 이상 버거를 만들지 않습니다. 진열대의 자리가 부족하지 않도록 관리해 주세요. 진열대 성능 업그레이드를 통해 보관 가능한 버거 수를 늘릴 수 있습니다. \n<color=#e77e18>서빙 츄츄</color>는 진열대에 <color=#e77e18>손님이 주문한 버거가 없으면</color> 일을 할 수 없습니\다. 그러므로 주방의 생산량 계산대 판매량을 균형 있게 관리하는 것이 중요합니다."
GC000073,73,GP06,Title,1,GP06_1TextKey,모집 방법
GC000074,74,GP06,Desc,2,GP06_2TextKey,"츄츄를 모집하려면 <color=#129ccf>클로버</color>가 필요해요. 모집 방법에는 <color=#e77e18>지역 모집</color>과 <color=#e77e18>스카우트</color> 두 가지 방식이 있어요. \n• 지역 모집 : 지역 공통 츄츄와 해당 지역에서만 만날 수 있는 츄츄를 모집할 수 있어요. \n• 스카우트 모집 : 도감에 등록된 츄츄를 모집할 수 있는 방식이에요. \n\n두 가지 모집 방식은 이용할 때마다 비용이 <color=#e77e18>점차 증가</color>해요. \n모집을 통해 츄츄를 영입했을 때 츄츄의 시작 레벨은 지역의 특성과 모집 횟수에 따라 점점 높아져요. 지역 모집이든, 스카우트 모집이든 모집을 통해 츄츄를 <color=#e77e18>2회 계약</color>할 때마다 츄츄의 모집 시작 레벨이 <color=#e77e18>+1 상승</color>해요. \n계약한 츄츄의 의상 구매 및 의상 강화 수준은 <color=#e77e18>도감에 등록된 기준</color>으로 적용돼요. \n다양한 츄츄들을 활용하여 더 효과적으로 가게를 운영해 보세요!"
GC000075,75,GP06,Title,3,GP06_3TextKey,계약금
GC000076,76,GP06,Desc,4,GP06_4TextKey,"츄츄를 영입하려면 <color=#e77e18>계약금</color>이 필요해요. 영입하려는 츄츄가 부담되지 않도록 남은 예산을 잘 확인하는 것이 중요해요. \n계약금은 계약 횟수에 따라 <color=#e77e18>점차 증가</color>하게 돼요. 츄츄를 여러 번 영입할수록 계약금이 높아지니, 예산을 잘 관리해 보세요. \n지역마다 경제적인 상황이 다르기 때문에, 지역의 물가에 따라 계약금이 달라질 수 있어요. \n\n계약금이 부족하더라도 걱정하지 마세요! \n모집을 포기하지 않고 계속 두면, 언제든 계약금을 모아 영입할 수 있어요."
GC000077,77,GP06,Title,5,GP06_5TextKey,모집 새로고침 기능
GC000078,78,GP06,Desc,6,GP06_6TextKey,"때때로 모집한 츄츄들 중에서 마음에 드는 츄츄가 없을 수도 있어요. 그런 경우에는 돈을 지불하고 모집 <color=#e77e18>새로고침</color> 기능을 사용해서 모집 결과를 바꿀 수 있어요. 새로고침 기능을 사용해 마음에 드는 츄츄가 나타날 때까지 모집 결과를 바꿀 수 있어요. \n\n당장 계약금이 없어도 걱정하지 마세요! 모집 화면에서 나가더라도 모집 결과는 유지된답니다. \n모집을 포기할 수도 있지만, 이미 모집 비용으로 사용한 클로버는 돌려받을 수 없어요. 모집을 취소하기 전에 신중하게 결정해 주세요. \n모집 결과를 새로 고침하거나 모집 포기 후에는 언제든 새로운 모집을 다시 시작할 수 있어요. "
GC000079,79,GP07,Title,1,GP07_1TextKey,재료 카드 세팅
GC000080,80,GP07,Desc,2,GP07_2TextKey,"레시피를 만들기 위해서는 <color=#e77e18>만들려는 버거 층 수의 2배</color> 만큼의 재료 카드를 세팅해야 해요. \n그리고 <color=#e77e18>최소 4개</color>의 재료 카드를 세팅해야 레시피 제작에 진입할 수 있답니다! \n\n어떤 재료를 고를지에 따라 완성되는 버거의 맛과 특성이 달라지므로, 재료 카드 세팅은 신중하게! \n완벽한 버거를 만들기 위한 첫 번째 단계가 바로 이 재료 선택이에요."
GC000081,81,GP07,Title,3,GP07_3TextKey,양자택일!
GC000082,82,GP07,Desc,4,GP07_4TextKey,"레시피를 만드는 과정은 <color=#129ccf>선택의 연속</color>이에요! \n매번 두 개의 재료 카드가 제시되면, <color=#e77e18>맛 점수, 가격, 밸런스</color>를 고려해 가장 적합한 카드를 선택하세요. \n\n만약 제시된 카드들이 마음에 들지 않으면, 업그레이드에서 <color=#e77e18>재료 카드 리롤 기술</color>을 연구해서 사용해 보세요"
GC000083,83,GP07,Title,5,GP07_5TextKey,밸런스 맞추기
GC000084,84,GP07,Desc,6,GP07_6TextKey,"맛있는 버거를 만들기 위해서는 <color=#e77e18>밸런스</color>가 가장 중요해요! \n맛 점수가 아무리 높아도 <color=#e77e18>느끼함</color>과 <color=#e77e18>가벼움</color> 사이의 밸런스가 맞지 않으면, 본래의 맛을 제대로 살릴 수 없어요. \n\n버거를 만드는 동안 밸런스가 한 번도 깨지지 않는다면 버거 층 수 만큼 <color=#e77e18>콤보</color>가 쌓이고, 콤보에 따라 <color=#129ccf>맛 점수 보너스</color>도 받을 수 있답니다! \n밸런스가 한 번이라도 깨지면 콤보는 초기화 되요. 콤보가 깨지지 않게 밸런스를 유지해서 버거를 완성해보세요!"
GC000085,85,GP07,Title,7,GP07_7TextKey,맛 점수와 맛 등급
GC000086,86,GP07,Desc,8,GP07_8TextKey,"레시피가 완성되면, 맛 점수를 기준으로 <color=#e77e18>맛 등급</color>이 결정돼요. \n맛 점수 등급은 <color=#129ccf>F</color>부터 <color=#129ccf>S5+</color>까지 있고, 맛 점수가 높을수록 등급이 상승하죠! \n맛 점수 등급이 높을수록 가격에도 보너스가 주어지니, 더 높은 맛 점수를 목표로 해 보세요."
GC000087,87,GP07,Title,9,GP07_9TextKey,레시피의 #태그
GC000088,88,GP07,Desc,10,GP07_10TextKey,"레시피를 만드는 과정에서 선택한 재료들로부터 레시피의 <color=#e77e18>태그</color>가 결정돼요. \n태그에는 <color=#e77e18>#고기, #치킨, #해산물, #채소, #매움</color> 그리고 <color=#e77e18>#개성없음</color>이 있어요. \n개성 없는 레시피는 사람들이 잘 찾지 않으니 주의하세요!"
GC000089,89,GP07,Title,11,GP07_11TextKey,빵을 선택하세요!
GC000090,90,GP07,Desc,12,GP07_12TextKey,"빵에도 등급이 있습니다. \n빵은 레시피에 2개씩 들어가고, 빵의 등급에 따라 <color=#e77e18>맛 점수와 가격</color>이 다릅니다. \n등급이 높은 어떤 빵들은 특정 <color=#e77e18>태그</color>와 잘 어울려서, <color=#129ccf>맛 점수 보너스</color>를 받을 수 있어요.  \n어떤 버거를 만들지에 따라 잘 어울리는 빵을 선택하세요!"
GC000091,91,GP07,Title,13,GP07_13TextKey,매움 포인트란?
GC000092,92,GP07,Desc,14,GP07_14TextKey,"어떤 재료들은 <color=#e77e18>매움 포인트</color>를 가지고 있어요. \n매운 재료들은 <color=#129ccf>대체로 가벼움</color> 수치를 많이 올려주지만, <color=#129ccf>그만큼 위험</color>할 수도 있어요. \n왜냐하면 매움 포인트가 일정 수준을 넘어가면 들어간 재료에 무관하게 태그가 <color=#e77e18>#매움</color>으로 결정돼버리기 때문이에요. \n#매움이 아닌 다른 태그의 레시피를 만들고 싶다면 맵기 수치가 너무 올라가지 않게끔 주의하세요!"
GC000093,93,GP07,Title,15,GP07_15TextKey,츄츄의 레시피 전용 스킬
GC000094,94,GP07,Desc,16,GP07_16TextKey,레시피 제작 마무리 단계에서 레시피 전용 스킬을 가진 츄츄의 스킬을 사용할 수 있어요! 태그 조건을 잘 맞춰 사용하면 <color=#129ccf>맛 점수 보너스</color>를 얻을 수 있으니 전략적으로 사용해 보세요! 혹은 <color=#e77e18>매움 포인트</color>를 높여주는 츄츄도 있으니 재료가 마땅하지 않을  때 활용해 보세요. 
GC000095,95,GP07,Title,17,GP07_17TextKey,번 스킨이란?
GC000096,96,GP07,Desc,18,GP07_18TextKey,"번 스킨은 유니크한 메이플 캐릭터를 닮은 특별한 아이템이에요. \n<color=#e77e18>번 스킨</color>을 사용하면 레시피 판매 가격에 보너스 효과를 받을 수 있어요.  \n이 번 스킨을 사용한 레시피라면 <color=#129ccf>프리미엄 가격</color>을 붙여도 손님들이 사족을 못 써요!  \n\n<color=#e77e18>번 스킨 사용 방법</color> \n• 레시피 제작 마지막 단계에서 번 스킨을 적용할 수 있어요. \n• 번 스킨을 사용하면 맛 점수에는 영향을 주지 않지만, <color=#129ccf>판매 가격이 +5%</color> 상승해요!  \n• 번 스킨을 1개만 보유하면 언제든 레시피에 적용할 수 있어요.  \n\n<color=#e77e18>번 스킨 보유 효과</color> \n• 번 스킨을 보유하고 있으면 <color=#129ccf>번 스킨 1개마다 판매 가격이 +2%</color> 더 상승해요! \n• 예를 들어, 번 스킨 5개를 보유하고 번 스킨을 레시피에 사용하면 판매 가격이 15% 상승해요! \n\n버거에 어울리는 번 스킨을 사용해 <color=#129ccf>나만의 레시피</color>로 꾸미고 판매 수익도 높여보세요!"
GC000097,97,GP08,Title,1,GP08_1TextKey,트럭 출장: 축제를 향해 출발!
GC000098,98,GP08,Desc,2,GP08_2TextKey,"츄츄 아일랜드의 축제 기간, 트럭을 타고 츄츄 셋과 함께 특별한 출장 영업을 떠나요! \n\n• <color=#e77e18>힌트를 찾아라!</color> \n츄츄와 함께 힌트를 모아보세요. 힌트는 축제가 열리는 장소를 추리하는 데 필요한 중요한 단서예요. \n장소에 츄츄를 보내서 힌트를 찾을 때는 도시락이 한 개씩 필요해요. \n\n• <color=#e77e18>축제 장소를 추리하세요!</color> \n모은 힌트를 바탕으로 축제가 열릴 장소를 맞춰보세요. 성공하면 축제의 중심에서 영업할 수 있어요! \n도시락을 다 사용하지 않고도 충분한 단서가 모였다면 바로 축제 장소로 출발하세요! \n\n축제 장소에서 영업하면 더 많은 수익을 올릴 수 있어요. 이 기회를 놓치지 마세요!"
GC000099,99,GP08,Title,3,GP08_3TextKey,트럭 출장에서 더 높은 수익을 올리는 법!
GC000100,100,GP08,Desc,4,GP08_4TextKey,"• 축제 장소는 손님 몰리는 <color=#e77e18>핫 플레이스</color>! \n축제 장소는 손님들로 북적이는 최고의 영업지예요. 모두가 축제를 즐기며 너도나도 버거를 사 먹으러 올 거랍니다! \n하지만, 축제 장소를 맞추지 못하면 손님 수가 절반으로 줄어드니 신중하게 추리하세요! \n\n• <color=#e77e18>출장 사업 연구</color> 업그레이드는 필수! \n출장 수익을 높이기 위한 <color=#e77e18>사업 전략을 연구</color>하세요. 연구 성과로 출장 판매 시 버거 가격이 상승하고, 더 많은 손님을 유치할 수 있어요. 가게의 성장을 위해 투자해 보세요! \n\n•<color=#e77e18> 축제의 유령</color>과의 특별한 거래 \n축제 장소에 도착했을 때 도시락이 남아 있다면, 축제의 유령에게 도시락을 건네보세요! 유령의 마법 덕분에 <color=#e77e18>버거 가격</color>이 상승할지도 몰라요. 하지만 유령의 마법은 불안정해서 가격이 떨어질 수도 있어요. 그만하고 싶다면 언제든 중단할 수 있으니, 사장님이 신중히 선택하세요!"
GC000101,101,GP09,Title,1,GP09_1TextKey,경영 관리의 정산 기록
GC000102,102,GP09,Desc,2,GP09_2TextKey,"경영 관리의 <color=#e77e18>정산 기록</color>에서 최근 6개월 동안의 <color=#129ccf>수익과 지출 내역</color>을 한눈에 확인할 수 있어요. 이를 통해 매장의 수익과 지출 흐름을 쉽게 파악하고, 경영 상태를 점검할 수 있답니다. \n효율적인 경영의 비결은 데이터를 제대로 읽는 것! 정산 기록을 활용해 매장 운영을 더 스마트하게 관리해보세요."
GC000103,103,GP09,Title,3,GP09_3TextKey,매장 운영에 필요한 유지비
GC000104,104,GP09,Desc,4,GP09_4TextKey,"매달 매장 운영에 필요한 <color=#e77e18>고정 지출 비용</color>이 발생합니다. \n지출 비용은 하루 단위로 책정되며, 매장이 커지고, 시설이 많아질수록 <color=#e77e18>유지비</color>도 상승하게 되죠. 츄츄가 늘어나고 레벨이 높아질수록 <color=#e77e18>츄츄 월급</color>도 증가하니, 직원 관리도 중요한 부분이에요. \n또한, <color=#e77e18>지역의 특징</color>에 따라 물가가 높거나 임금 수준이 높을 수 있어, 이 또한 경영에 영향을 미칩니다.  \n\n매달 말일에 지출이 발생하는데, 이때 잔고가 부족하면 <color=#e77e18>적자 경영</color>에 빠질 수 있습니다. 적자가 나면 츄츄들이 불안해할 수 있어 가게 운영에 악영향을 미칠 수 있어요. 적자가 계속되면 사장님에게 실망한 츄츄는 <color=#e77e18>퇴사</color>할지도 몰라요. 경영난이 지속되지 않도록 주의해야 합니다. \n따라서, 지출을 잘 관리하고 적정 수익을 올리는 것이 경영 성공의 열쇠입니다. "
GC000105,105,GP09,Title,5,GP09_5TextKey,경영 관리 - 평판 관리
GC000106,106,GP09,Desc,6,GP09_6TextKey,"경영 관리의 <color=#e77e18>평판 관리</color> 항목에서는 최근 7일 간의 평판 변화 추이를 쉽게 확인할 수 있어요. 테이크아웃 전문점인 만큼 <color=#e77e18>시간</color>은 매우 중요합니다! 손님들이 얼마나 오래 기다렸는지에 따라 <color=#e77e18>별점 리뷰</color>가 달라지는데, 오래 기다리면 평점이 깎이고, 주문한 버거가 빨리 나온다면 평판이 올라갑니다. \n손님의 리뷰 외에도 <color=#e77e18>출장</color>이나 <color=#e77e18>의뢰</color>와 같은 대외 활동을 통해 가게의 평판을 올릴 수 있답니다. 외부에서 가게의 평판을 높이기 위해 적극적인 활동을 펼쳐보세요! \n\n평판이 떨어지면 가게를 방문하는 손님들이 줄어들게 됩니다. 이는 매출에 직접적인 영향을 미치므로, 평판 관리는 매우 중요합니다. 고객들의 불만을 최소화하고, 평판을 유지하거나 높이는 전략이 필요해요."
GC000107,107,GP09,Title,7,GP09_7TextKey,평판 관리가 어려워요.
GC000108,108,GP09,Desc,8,GP09_8TextKey,"평판 관리가 어렵다면 <color=#e77e18>경영 전략</color>을 활용해보세요. \n• <color=#e77e18>스크린 설치</color> : 매장에 대형 스크린을 설치하여 손님들이 기다리는 동안 볼거리를 제공하면, 손님들이 기다리는 시간을 즐길 수 있어요. 이로 인해 기다림에 대한 불만이 줄어들고, <color=#129ccf>별점 평가의 기준 시간이 늘어나</color> 평판 관리에 도움이 됩니다. \n• <color=#e77e18>할인 쿠폰</color> : 만약 손님이 오래 기다려 불만족스러워한다면, 사과의 의미로 할인 쿠폰을 제공해보세요. 화가 난 손님들도 할인 쿠폰을 받으면 마음이 누그러지며, 낮은 별점이 들어도 <color=#129ccf>평판이 깎이는 점수가 줄어듭니다.</color> \n• <color=#e77e18>바이럴 마케팅</color> : 가게의 평판을 더 빠르게 올리고 싶다면, 바이럴 마케팅 전략을 활용해 보세요. 출장, 의뢰와 같은 대외 활동을 하면 평판이 오릅니다. 하지만 바이럴 마케팅 전략을 설정하면 <color=#129ccf>평판이 더 많이 오릅니다.</color> 손님들 사이에서 입소문이 퍼지듯, 가게의 인기가 높아지면  더 많은 손님들이 찾아올 거예요!"
GC000109,109,GP09,Title,9,GP09_9TextKey,손님들의 생각을 확인해보세요!
GC000110,110,GP09,Desc,10,GP09_10TextKey,"손님들이 매장에 대해 <color=#129ccf>어떤 생각</color>을 가지고 있는지 궁금하다면 손님 관리 탭에서 확인해 보세요! \n\n세팅된 메뉴, 매장의 확장 단계, 인테리어 등 여러 요소에 대해 손님들의 의견을 살펴볼 수 있으니, 가게를 운영할 때 꼭 참고해 보세요. \n특히 손님들이 <color=#129ccf>불만</color>을 가지고 있는 부분을 <color=#129ccf>개선</color>하는 건 매출 상승으로 가는 가장 빠른 길이에요! \n손님들의 마음을 사로잡고, 매장을 더 번창시켜 보세요!"
GC000111,111,GP09,Title,11,GP09_11TextKey,한 눈에 츄츄 관리하기!
GC000112,112,GP09,Desc,12,GP09_12TextKey,"든든한 직원들, <color=#129ccf>츄츄들을 한눈에</color> 확인할 수 있는 공간이에요! \n보유 중인 츄츄들이 누가 어디에서 일하고 있는지, 성장 수준, 그리고 보유 스킬까지 깔끔하게 정리된 목록을 볼 수 있어요. \n츄츄들의 상태를 꼼꼼히 살피고, 적절한 조치를 통해서 매장을 더욱 효율적으로 운영해 보세요!"
GC000113,113,GP10,Title,1,GP10_1TextKey,출장: 가게 밖에서도 버거 판매 GO!
GC000114,114,GP10,Desc,2,GP10_2TextKey,"출장은 가게를 떠나 특별히 준비한 버거를 판매하는 또 하나의 사업 방식이에요. \n가게를 벗어나 새로운 장소에서 손님을 만나볼 기회랍니다! \n• <color=#e77e18>트럭 출장</color> : 츄츄 셋과 함께 트럭을 타고 떠나요! \n• <color=#e77e18>스쿠터 출장</color> : 스쿠터가 있다면 면허가 없는 츄츄도 혼자 출장을 갈 수 있어요! \n\n어떤 출장이든 <color=#e77e18>도시락</color>은 필수품입니다. \n• <color=#e77e18>트럭 출장</color>을 떠나려면 도시락이 <color=#e77e18>10개</color> 필요해요. \n• <color=#e77e18>스쿠터 출장</color>을 떠나려면 도시락이 <color=#e77e18>3개</color> 필요해요. \n\n출장을 성공적으로 마치면 다양한 보상을 받을 수 있어요! \n매장 매출로 부족한 돈을 벌 수 있을 뿐 아니라, <color=#e77e18>클로버, EXP 결정</color>은 물론, <color=#e77e18>재료 상자와 빵 상자</color>도 얻을 수 있어요. \n출장 보상을 더 높이고 싶다면 출장 관련 업그레이드에 투자해 보세요! \n<color=#129ccf>츄츄 도감 수집 보너스</color> 효과를 통해 출장 보상으로 획득하는 클로버의 양을 증가시킬 수 있어요. \n\n출장은 단순한 영업이 아니에요— 가게의 발전을 위한 최고의 기회랍니다! 알찬 보상을 챙기고 가게를 한 단계 더 성장시켜보세요! "
GC000115,115,GP10,Title,3,GP10_3TextKey,트럭 출장: 축제를 향해 출발!
GC000116,116,GP10,Desc,4,GP10_4TextKey,"츄츄 아일랜드의 축제 기간, 트럭을 타고 츄츄 셋과 함께 특별한 출장 영업을 떠나요! \n\n• <color=#e77e18>힌트를 찾아라!</color> \n츄츄와 함께 힌트를 모아보세요. 힌트는 축제가 열리는 장소를 추리하는 데 필요한 중요한 단서예요. \n장소에 츄츄를 보내서 힌트를 찾을 때는 도시락이 한 개씩 필요해요. \n\n• <color=#e77e18>축제 장소를 추리하세요!</color> \n모은 힌트를 바탕으로 축제가 열릴 장소를 맞춰보세요. 성공하면 축제의 중심에서 영업할 수 있어요! \n도시락을 다 사용하지 않고도 충분한 단서가 모였다면 바로 축제 장소로 출발하세요! \n\n축제 장소에서 영업하면 더 많은 수익을 올릴 수 있어요. 이 기회를 놓치지 마세요!"
GC000117,117,GP10,Title,5,GP10_5TextKey,스쿠터 출장: 바쁜 사장님들의 새로운 선택!
GC000118,118,GP10,Desc,6,GP10_6TextKey,"스쿠터가 있다면 면허가 없는 <color=#e77e18>츄츄도 혼자서 출장</color>을 다녀올 수 있어요. \n스쿠터는 실버 등급부터 업그레이드로 구매할 수 있어요. 스쿠터를 구매하고 출장을 보낼 츄츄를 선택하세요! \n스쿠터 출장에 배정된 츄츄는 매장에서 일하면서 출장 업무도 동시에 처리할 수 있어요. \n단, 스쿠터 출장에 배치한 츄츄는 트럭 출장에는 참여할 수 없으니, 츄츄 배치 전략을 잘 고민해보세요! \n\n스쿠터 출장은 트럭 출장과 마찬가지로 <color=#e77e18>출장 사업 연구</color> 수준에 따라 수익이 상승하니 업그레이드를 통해 꾸준히 수익을 늘릴 수 있어요! \n스쿠터 출장 수익은 트럭 출장 수익의 25% 정도예요. \n츄츄가 가진 <color=#e77e18>출장 전용 스킬</color>을 스쿠터 출장에도 사용할 수 있어요! \n\n스쿠터 출장은 가게 경영을 돕는 든든한 지원군!  \n효율적으로 츄츄를 배치하고, 스쿠터 출장을 통해 꾸준히 수익을 올려보세요."
GC000119,119,GP11,Title,1,GP11_1TextKey,재료 카드
GC000120,120,GP11,Desc,2,GP11_2TextKey,"레시피를 만들기 위해서는 재료 카드가 필요해요. \n어떤 재료를 사용하느냐에 따라 다른 <color=#e77e18>태그</color>를 가진 레시피가 완성되니, 원하는 레시피를 만들려면 재료 카드를 다양하게 가지고 있는 게 중요하죠!  \n\n재료 카드에는 <color=#e77e18>일반, 희귀, 호화 등급</color>이 있어요. \n높은 등급일수록 가격과 맛 점수가 높아서, 높은 등급의 재료 카드를 사용하면 더 높은 등급의 레시피를 만들 수 있게 돼요. \n\n지역의 <color=#e77e18>특산물</color>과 사장님이 설정한 <color=#e77e18>프로모션 재료</color>는 맛 점수와 가격이 높아집니다.  \n지역 특산물과 프로모션 재료를 전략적으로 활용해 더 맛있는 레시피를 만들어보세요! \n\n전 세계에는 다양한 재료들이 있어요! \n새로운 재료를 발견하면 재료 도감에서 <color=#129ccf>다이아</color> 보상을 받을 수 있어요! \n어떤 재료들이 있는지 궁금하다면 재료 도감을 살펴보세요!"
GC000121,121,GP11,Title,3,GP11_3TextKey,재료 상자 :  다양한 재료를 한 번에!
GC000122,122,GP11,Desc,4,GP11_4TextKey,"재료 상자는 재료 등급과 동일하게 세 종류가 있어요. \n• 일반 재료 상자 : 정해진 확률에 따라 <color=#e77e18>일반</color> 등급 재료가 <color=#e77e18>5개</color> 들어있는 상자 \n• 희귀 재료 상자 : 정해진 확률에 따라 <color=#e77e18>희귀</color> 등급 재료가 <color=#e77e18>5개</color> 들어있는 상자 \n• 호화 재료 상자 : 정해진 확률에 따라 <color=#e77e18>호화</color> 등급 재료가 <color=#e77e18>5개</color> 들어있는 상자 \n\n<color=#e77e18>지역 특산물</color>도 재료 상자에서 만날 수 있어요! \n각 지역에서만 획득할 수 있는 특별한 재료가 있는데, 이를 지역 특산물이라고 불러요. \n하지만 걱정 마세요! 재료 도감에 등록한 후에는 특산물이 아닌 지역에서도 그 재료를 획득할 수 있답니다. "
GC000123,123,GP11,Title,5,GP11_5TextKey,빵 상자: 다양한 빵으로 맛있는 버거 만들기!
GC000124,124,GP11,Desc,6,GP11_6TextKey,"빵 상자에는 정해진 확률에 따라 레시피 번이 <color=#E87417>3개</color> 들어있어요. \n각 빵은 레시피에 2개씩 사용되고, 빵의 등급에 따라 <color=#e77e18>맛 점수와 가격</color>이 달라요.  \n\n빵의 등급과 확률 \n• 화이트번 : 무제한으로 사용할 수 있는 기본 빵. 빵 상자에는 들어 있지 않아요! \n• 브리오슈번 : 중급빵으로, 빵 상자에서 <color=#e77e18>60%</color> 확률로 얻을 수 있어요. \n• 엠보번 : 고급빵으로, 빵 상자에서 <color=#e77e18>30%</color> 확률로 얻을 수 있어요. \n• 참깨번, 아몬드번, 먹물번, 포테이토번, 레드번 : 이 다섯 가지는 최고급빵으로, 빵 상자에서 최고급빵이 출현할 확률은 <color=#e77e18>10%</color>예요. 최고급빵 다섯 가지 중 하나를 얻게 되죠! \n최고급빵은 특정 <color=#e77e18>태그</color>와 잘 어울리는 특징이 있어요. 해당 태그에 맞는 버거를 만들면, <color=#129ccf>맛 점수 보너스</color>를 받을 수 있답니다! \n맛있는 버거를 만들기 위해 어떤 빵을 사용할지 잘 고민해보세요! "
GC000125,125,GP11,Title,7,GP11_7TextKey,재료 상자 획득처: 다양한 방법으로 재료 상자를 손에 넣자!
GC000126,126,GP11,Desc,8,GP11_8TextKey,"재료 상자는 여러 방법으로 얻을 수 있어요! 다양한 방법을 활용해서 더 좋은 재료를 모아보세요. \n\n출장을 떠나면 재료 상자를 얻을 수 있어요! \n재료 상자 발견 연구 업그레이드를 통해 더 좋은 재료 상자도 얻을 수 있답니다! \n\n대회 우승 보상으로도 재료 상자를 얻을 수 있어요. \n레시피 공식/비공식 대회, 직원 공식 대회에서는 우승 보상으로 재료 상자를 받을 수 있어요. \n단, 직원 비공식 대회에서는 재료 상자를 얻을 수 없으니 참고하세요! \n\n재료 구독 서비스를 이용해서 꾸준히 재료 상자를 받을 수 있는 방법도 있어요."
GC000127,127,GP11,Title,9,GP11_9TextKey,빵을 얻는 방법
GC000128,128,GP11,Desc,10,GP11_10TextKey,"빵도 여러 방법으로 획득할 수 있어요!  \n\n기본적으로 <color=#e77e18>출장</color>에서는 빵 상자를 얻을 수 없어요. \n하지만 <color=#e77e18>빵 상자 발견 연구</color> 업그레이드를 하면 출장에서도 빵 상자를 얻을 수 있어요! \n\n<color=#e77e18>레시피 대회</color>라면 공식 대회이든 비공식 대회이든 우승하면 빵 상자를 획득할 수 있어요. \n레시피 대회에서는 <color=#e77e18>등급별 빵</color>을 직접 획득할 수도 있답니다! \n\n직원 공식 대회 우승 보상으로도 빵 상자를 받을 수 있어요. \n단, 직원 비공식 대회에서는 빵 상자를 얻을 수 없으니 참고하세요! \n\n업적 보상으로도 소량의 빵 상자를 얻을 수 있어요!  \n다양한 방법으로 빵을 모아서 더 풍성하고 맛있는 버거를 만들어보세요! "
GC000129,129,GP12,Title,1,GP12_1TextKey,손님을 끌어들이는 매력적인 메뉴 세팅하기!
